DTYYYYMMDD,Close
20110325,26.2
20110324,26.8
20110323,26.8
20110322,26.1
20110321,27.2
20110318,27.4
20110317,26.6
20110316,26.9
20110315,26.1
20110314,26.2
20110311,28.2
20110310,26.6
20110309,24.8
20110308,25.9
20110307,24.8
20110304,24
20110303,24.3
20110302,25.9
20110301,27.6
20110228,28.2
20110225,28.9
20110224,28.3
20110223,29.6
20110222,29.3
20110221,31.3
20110218,33.4
20110217,33.8
20110216,34.1
20110215,34.5
20110214,34.3
20110211,34.7
20110210,34
20110209,34
20110208,34.3
20110128,35
20110127,34.5
20110126,34
20110125,33.1
20110124,34.7
20110121,36.7
20110120,37.9
20110119,37.9
20110118,36
20110117,34.8
20110114,34.6
20110113,34.8
20110112,35
20110111,33.8
20110110,33.9
20110107,33.3
20110106,33
20110105,32.9
20110104,33.5
20101231,33.3
20101230,33.3
20101229,33.9
20101228,34.6
20101227,33.5
20101224,33.4
20101223,32
20101222,33.1
20101221,34
20101220,34
20101217,35
20101216,32.8
20101215,34.3
20101214,34.8
20101213,37.3
20101210,35.3
20101209,33.6
20101208,32.9
20101207,34.8
20101206,36.5
20101203,37.4
20101202,35.7
20101201,33.1
20101130,34.7
20101129,35.9
20101126,34.5
20101125,32.6
20101124,30.7
20101123,29.1
20101122,27.8
20101119,27
20101118,26
20101117,24.6
20101116,23.9
20101115,24.7
20101112,26.1
20101111,27.4
20101110,28.6
20101109,28.3
20101108,29.7
20101105,31
20101104,30
20101103,29.2
20101102,30.1
20101101,31.4
20101029,32.2
20101028,31.9
20101027,33.5
20101026,31.4
20101025,30.1
20101022,30.3
20101021,31.5
20101020,33.5
20101019,35.8
20101018,37.9
20101015,40.3
20101014,42
20101013,42.8
20101012,43.4
20101011,42.5
20101008,43
20101007,45.2
20101006,47.9
20101005,46.6
20101004,49.9
20101001,53
20100930,54.8
20100929,52.6
20100928,54.9
20100927,59
20100924,63.4
20100923,68.1
20100922,73.2
20100921,78.7
20100920,84.4
20100917,90.4
20100916,91.4
20100915,91.8
20100914,91
20100913,91.7
20100910,90.3
20100909,91
20100908,85
20100907,89
20100906,83.2
20100901,80
20100831,75.6
20100830,70.8
20100827,62.4
20100826,58.5
20100825,55.8
20100824,56.8
20100823,53.3
20100820,50.3
20100819,47.7
20100818,44.5
20100817,47.2
20100816,46.7
20100813,44.5
20100812,42
20100811,44.4
20100810,45.1
20100809,47
20100806,49
20100805,48
20100804,50
20100803,49.2
20100802,48.8
20100730,50.5
20100729,49
20100728,45
20100727,46.1
20100726,45.1
20100723,46
20100722,45.1
20100721,45.1
20100720,45.2
20100719,46.3
20100716,46.5
20100715,48.7
